orgorder	strucperf	arrnum	countryname	arrtype	approvaldate	initialenddate	revisedenddate	boardactdate	econcode	econdescrpt	descpt	spc_pa_sb	testdate	revstatus	comments	programtype	reviewtype
S010801999	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10.1	Bank regulation and supervision	Cabinet approval of Asset Management Companies Ordinance	SB	01.15.2005	NM		P1	R5
S010802000	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10.2	Central Bank reform	Strengthen the Nepal Rastra Bank (reorganize NRB)	SB	01.15.2004	M		P1	R5
S010802001	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10.2	Central Bank reform	Strengthen the Nepal Rastra Bank (Revise Human Resource Policies)	SB	07.15.2004	DL	At P1R1, new 11/15/04 test date assigned.	P1	R5
S010802002	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007				SB	11.15.2004	NM	IMF in collaboration with the World Bank. At P1R2R3, met on 7/16/05.	P1	R5
S010802003	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10.2	Central Bank reform	Prepare a time bound action plan to strengthen Financial Management and Internal Audit Depts of NRB	SB	11.15.2004	M	IMF's Safeguards Assessment	P1	R5
S010802004	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10.3	Financial legal reforms	Submission to Parliament of draft Anti-Money Laundering Act.	SB	01.15.2007	NM	At P1R4, not observed, and rescheduled to 7/15/07.	P1	R5
S010802005	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007				SB	07.15.2007	MD	Implemented on August 20, 2007.	P1	R5
S010802006	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10.3	Financial legal reforms	Nepal Rastra Bank (NRB) to issue guidelines for mergers and acquisitions of banks and financial institutions	SB	01.15.2007	NM	The guidelines are expected to specify the regulatory framework, enabling procedures, conditions for approval, and actions in case of contravention. At P1R4, not observed, and rescheduled to 8/31/07.	P1	R5
S010802007	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007				SB	08.31.2007	NM		P1	R5
S010802008	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10.3	Financial legal reforms	Submission to Parliament of revised Banking and Financial Institutions Act (BFI).	SB	02.15.2005	DL	IMF in collaboration with the World Bank. Introduced at P1R1 as sb with 2/15/05 test date. At P1R2R3, split into an spc (cabinet approval of revised Banking and Financial Institutions Act) with 7/15/07 test date, and sb with change in descriptor from amend Banking and Financial Institutions Act (BFI) ordinance including for consistency with other legislation with 8/15/07 test date.	P1	R5
S010802009	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007				SB	08.15.2007	DL	At P1R4, rescheduled to 9/30/07.	P1	R5
S010802010	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007				SB	09.30.2007	NM		P1	R5
S010802011	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10.4	Restructuring & privatization of financial institutions	Non-Life Division of Rastriya Beema Sansthan (NIDC) to implement rationalization and divestment instructions of MOF.	SB	01.15.2007	NM	At P1R4, not observed, and rescheduled to 7/15/07.	P1	R5
S010802012	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007				SB	07.15.2007	MD	At P1R5, implemented on October 17, 2007.	P1	R5
S010802013	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10.4	Restructuring & privatization of financial institutions	Approve external audits and restructuring plans for ADBN and NIDC	SB	01.15.2004	MD	At P1R1, ADBN audit completed on January 15; NIDC audit on February 15, 2004.	P1	R5
S010802014	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10.4	Restructuring & privatization of financial institutions	Implement restructuring plans for Agricultural Development Bank of Nepal (ADBN).	SB	11.15.2004	NM	IMF and Asian Development Bank. At P1R2R3, ADBN restructuring plans were only completed on March 16, 2006.	P1	R5
S010802015	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10.5	Monetary statistics	NRB to reconcile accounting data with program monitoring data	SB	01.13.2005	M		P1	R5
S010802016	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007				SB	10.16.2004	M	IMF's Safeguards Assessment	P1	R5
S010802017	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	4	Pricing and Marketing	Implement automatic pricing mechanism for oil products	SPC	12.31.2004	W	 IMF in collaboration with the World Bank. Waived at the completion of P1R2R3. 	P1	R5
S010802018	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	5	Public enterprises, reform and restructuring	Finalize audit of Nepal Oil Corporation (NOC) 2003/04 accounts by international auditor	SPC	02.15.2005	W	The Fund in collaboration with the World Bank.	P1	R5
S010802019	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007				SPC	07.15.2004	Mod	At P1R1, given delays in initiating international audit of 2002/03 NOC accounts, structural was changed to audit of 2003/04. Descriptor at P1R0 was Finalize IAS-compliant Nepal Oil Corporation (NOC) 2002/03 accounts by international auditor 	P1	R5
S010802020	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	5	Public enterprises, reform and restructuring	Finalize audit of Nepal Oil Corporation (NOC) 2005/06 accounts in accordance with international standards	SPC	03.15.2007	W	At P1R4, not observed, waived, and rescheduled to 7/15/07.	P1	R5
S010802021	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007				SPC	07.15.2007	W	At P1R5, implemented on October 17, 2007.	P1	R5
S010802022	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	7.1	Revenues	Establish a full-service large tax payer unit in the Inland Revenue Department	SPC	01.15.2004	M		P1	R5
S010802023	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	7.1	Revenues	Formulate and implement time-bound action plan to improve customs administration	SPC	11.15.2004	W	Waived at the completion of P1R2R3.	P1	R5
S010802024	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	7.1	Revenues	Implement time-bound action plan to improve customs administration	SPC	01.15.2005	W	Waived at the completion of P1R2R3.	P1	R5
S010802025	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007				SPC	11.15.2004	W	Waived at the completion of P1R2R3.	P1	R5
S010802026	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	7.1	Revenues	Fully operationalize the large tax payer office (LTO) in the Inland Revenue Department	SPC	01.15.2005	W	Waived at the completion of P1R2R3.	P1	R5
S010802027	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007				SPC	11.15.2004	W	Waived at the completion of P1R2R3.	P1	R5
S010802028	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	7.1	Revenues	Large Taxpayer Office (LTO) to conduct comprehensive audit of large taxpayers	SPC	01.15.2007	W	LTO to conduct audit of income tax and VAT return, and customs and excise declaration of 2005/06 for at least 30 large taxpayers. LTO to conduct quarterly audit of excise for large taxpayers (Mid-October filing). At P1R4, met on May 11, 2007.	P1	R5
S010802029	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007				SPC	07.15.2007	M	LTO to conduct audit of income tax and VAT returns, and customs and excise declarations of 2005/06 for a cumulative number of at least 70 large taxpayers. LTO to conduct quarterly audit of excise for large taxpayers (mid-January and mid-April filings). At P1R4, at least 70 large taxpayers reduced to at least 50 large taxpayers.	P1	R5
S010802030	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	7.1	Revenues	Inland Revenue Department (IRD) to reduce VAT nonfilers to 15 percent or less of registered VAT taxpayers	SPC	01.15.2007	M		P1	R5
S010802031	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007				SPC	07.15.2007	W	As of P1R4 the target has been reduced to 12.5 percent or less.	P1	R5
S010802032	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	7.1	Revenues	Customs Department to establish Wide Area Network (WAN) for headquarters and at least five large customs offices.	SPC	03.15.2007	W	At P1R4, not observed, waived, and rescheduled to 7/15/2007.	P1	R5
S010802033	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007				SPC	07.15.2007	W	At P1R5, implemented on July 19, 2007.	P1	R5
S010802034	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	7.1	Revenues	Inland Revenue Department (IRD) to reduce VAT nonfilers to 12.5 percent or less of registered VAT taxpayers.	SPC	07.15.2007	NM		P1	R5
S010802035	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	7.1	Revenues	Customs Department to stramline customs clearance at Birgunj customs office.	SPC	07.15.2007	M		P1	R5
S010802036	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10	Financial sector	Eliminate restrictions on commercial banks’ lending rates and foreign exchange buy/sell spreads	SPC	01.15.2004	M		P1	R5
S010802037	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10	Financial sector	Implement voluntary retirement schemes at Nepal Bank Limited (NBL) and Rastriya Banijya Bank (RBB) (Phase I)	SPC	01.15.2004	W	Waived at P1R1.	P1	R5
S010802038	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10	Financial sector	Implement voluntary retirement schemes at Nepal Bank Limited (NBL) and Rastriya Banijya Bank (RBB) (Phase II)	SPC	03.15.2004	W	Waived at P1R1.	P1	R5
S010802039	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10.1	Bank regulation and supervision	Amend Banking and Financial Institutions (BFI) ordinance including for consistency with other legislation	SPC	07.15.2007	PC	At P1R2R3, same reform classified as sb was introduced with 8/15/07 test date.	P1	R5
S010802040	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10.2	Central Bank reform	Implement new framework for monetary operations, including a liquidity monitoring framework	SPC	11.15.2004	M		P1	R5
S010802041	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10.2	Central Bank reform	 Strengthen the Nepal Rastra Bank (Provide for compulsory retirement scheme in NRB employee rules and regulations) 	SPC	11.15.2004	W	Waived at the completion of P1R2R3.	P1	R5
S010802042	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10.2	Central Bank reform	Nepal Rastra Bank (NRB) to divest all of its shareholding in Non-Life Insurance Division of Rastriya Beema Sansthan and Citizen Investment Trust	SPC	02.15.2007	W	Not met, and waived at P1R4, and rescheduled to 7/15/07.	P1	R5
S010802043	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007				SPC	07.15.2007	W	At P1R5, implemented on October 8, 2007.	P1	R5
S010802044	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10.2	Central Bank reform	Nepal Rastra Bank (NRB) to conduct a self-assessment of compliance with the updated Basel Core Principles for Effective Supervision	SPC	01.15.2007	M		P1	R5
S010802045	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10.2	Central Bank reform	Auditor General to appoint an international auditor for NRB 2005/06 accounts.	SPC	01.31.2007	M		P1	R5
S010802046	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10.2	Central Bank reform	Finalize audit of the Nepal Rastra Bank (NRB) 2005/06 accounts by an international auditor.	SPC	07.15.2007	M		P1	R5
S010802047	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10.2	Central Bank reform	Nepal Rastra Bank (NRB) to divest all its shareholding in at least two rural development banks.	SPC	07.15.2007	NM	Implemented on August 23, 2007.	P1	R5
S010802048	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10.2	Central Bank reform	Finalize audit of Nepal Rastra Bank (NRB) 2002/03 accounts by international auditor	SPC	02.15.2004	W	Waived at P1R1.	P1	R5
S010802049	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10.2	Central Bank reform	Finalize audit of Nepal Rastra Bank (NRB) 2003/04 accounts by an international auditor	SPC	01.15.2005	W	IMF's Safeguards Assessment of the NRB. Waived at the completion of P1R2R3. 	P1	R5
S010802050	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10.3	Financial legal reforms	Cabinet Approval of revised Banking and Financial Institutions Act	SPC	07.15.2007	CAN	The revised act is expected to address gaps in the supervisory and regulatory frameworks identified by the assessment against the Basel Core Principles, ensure consistency with provisions of the Company Act, and bring bank insolvency and resolution frameworks under the purview of the BFIA. At P1R4, rescheduled to 8/31/07.	P1	R5
S010802051	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007				SPC	08.31.2007	W		P1	R5
S010802052	structural	526	nepal	PRGF	19.11.2003	18.11.2006	18.11.2007	09.11.2007	10	Financial sector	Issue NRB directive to implement strengthened blacklisting mechanism	PA	Program Prior Action	M		P1	R5
