orgorder	strucperf	arrange	countryname	arrangetype	approvaldate	durationto	quantperfcode	description	testdate	status	reviewcomment	programstatus	programtype	reviewtype
P930104211	performance	14	jamaica	EFF	11.12.1992	16.03.1996	6	Short-term Debt	9.30.1995	M	P.c. waived w/ respect to pub. sector borrowing requirement due to dealy in loan disbursement of US$20 million from IDB from 6/93-7/93. Review of 6/30/94 completed on lapse-of-time basis. Discussions w/ authorities prolonged on acct. of wage negotiations. 6/95 review delayed until 3/96 due to lack of agreement on dealing with weakened financial system and subsequent weakening of macroeconomic situation.	P1R5	P1	R5
P930104212	performance	14	jamaica	EFF	11.12.1992	16.03.1996	8	No New External Arrears	Continuous	M	P.c. waived w/ respect to pub. sector borrowing requirement due to dealy in loan disbursement of US$20 million from IDB from 6/93-7/93. Review of 6/30/94 completed on lapse-of-time basis. Discussions w/ authorities prolonged on acct. of wage negotiations. 6/95 review delayed until 3/96 due to lack of agreement on dealing with weakened financial system and subsequent weakening of macroeconomic situation.	P1R5	P1	R5
P930104213	performance	14	jamaica	EFF	11.12.1992	16.03.1996	9	Fiscal Deficit	12.31.1992	M	P.c. waived w/ respect to pub. sector borrowing requirement due to dealy in loan disbursement of US$20 million from IDB from 6/93-7/93. Review of 6/30/94 completed on lapse-of-time basis. Discussions w/ authorities prolonged on acct. of wage negotiations. 6/95 review delayed until 3/96 due to lack of agreement on dealing with weakened financial system and subsequent weakening of macroeconomic situation.	P1R5	P1	R5
P930104214	performance	14	jamaica	EFF	11.12.1992	16.03.1996	9	Fiscal Deficit	3.31.1993	M	P.c. waived w/ respect to pub. sector borrowing requirement due to dealy in loan disbursement of US$20 million from IDB from 6/93-7/93. Review of 6/30/94 completed on lapse-of-time basis. Discussions w/ authorities prolonged on acct. of wage negotiations. 6/95 review delayed until 3/96 due to lack of agreement on dealing with weakened financial system and subsequent weakening of macroeconomic situation.	P1R5	P1	R5
P930104215	performance	14	jamaica	EFF	11.12.1992	16.03.1996	9	Fiscal Deficit	6.30.1993	W	P.c. waived w/ respect to pub. sector borrowing requirement due to dealy in loan disbursement of US$20 million from IDB from 6/93-7/93. Review of 6/30/94 completed on lapse-of-time basis. Discussions w/ authorities prolonged on acct. of wage negotiations. 6/95 review delayed until 3/96 due to lack of agreement on dealing with weakened financial system and subsequent weakening of macroeconomic situation.	P1R5	P1	R5
P930104216	performance	14	jamaica	EFF	11.12.1992	16.03.1996	9	Fiscal Deficit	9.30.1993	M	P.c. waived w/ respect to pub. sector borrowing requirement due to dealy in loan disbursement of US$20 million from IDB from 6/93-7/93. Review of 6/30/94 completed on lapse-of-time basis. Discussions w/ authorities prolonged on acct. of wage negotiations. 6/95 review delayed until 3/96 due to lack of agreement on dealing with weakened financial system and subsequent weakening of macroeconomic situation.	P1R5	P1	R5
P930104217	performance	14	jamaica	EFF	11.12.1992	16.03.1996	9	Fiscal Deficit	12.31.1993	M	P.c. waived w/ respect to pub. sector borrowing requirement due to dealy in loan disbursement of US$20 million from IDB from 6/93-7/93. Review of 6/30/94 completed on lapse-of-time basis. Discussions w/ authorities prolonged on acct. of wage negotiations. 6/95 review delayed until 3/96 due to lack of agreement on dealing with weakened financial system and subsequent weakening of macroeconomic situation.	P1R5	P1	R5
P930104218	performance	14	jamaica	EFF	11.12.1992	16.03.1996	9	Fiscal Deficit	3.31.1994	M	P.c. waived w/ respect to pub. sector borrowing requirement due to dealy in loan disbursement of US$20 million from IDB from 6/93-7/93. Review of 6/30/94 completed on lapse-of-time basis. Discussions w/ authorities prolonged on acct. of wage negotiations. 6/95 review delayed until 3/96 due to lack of agreement on dealing with weakened financial system and subsequent weakening of macroeconomic situation.	P1R5	P1	R5
P930104219	performance	14	jamaica	EFF	11.12.1992	16.03.1996	9	Fiscal Deficit	6.30.1994	M	P.c. waived w/ respect to pub. sector borrowing requirement due to dealy in loan disbursement of US$20 million from IDB from 6/93-7/93. Review of 6/30/94 completed on lapse-of-time basis. Discussions w/ authorities prolonged on acct. of wage negotiations. 6/95 review delayed until 3/96 due to lack of agreement on dealing with weakened financial system and subsequent weakening of macroeconomic situation.	P1R5	P1	R5
P930104220	performance	14	jamaica	EFF	11.12.1992	16.03.1996	9	Fiscal Deficit	9.30.1994	M	P.c. waived w/ respect to pub. sector borrowing requirement due to dealy in loan disbursement of US$20 million from IDB from 6/93-7/93. Review of 6/30/94 completed on lapse-of-time basis. Discussions w/ authorities prolonged on acct. of wage negotiations. 6/95 review delayed until 3/96 due to lack of agreement on dealing with weakened financial system and subsequent weakening of macroeconomic situation.	P1R5	P1	R5
P930104221	performance	14	jamaica	EFF	11.12.1992	16.03.1996	9	Fiscal Deficit	12.31.1994	M	P.c. waived w/ respect to pub. sector borrowing requirement due to dealy in loan disbursement of US$20 million from IDB from 6/93-7/93. Review of 6/30/94 completed on lapse-of-time basis. Discussions w/ authorities prolonged on acct. of wage negotiations. 6/95 review delayed until 3/96 due to lack of agreement on dealing with weakened financial system and subsequent weakening of macroeconomic situation.	P1R5	P1	R5
P930104222	performance	14	jamaica	EFF	11.12.1992	16.03.1996	9	Fiscal Deficit	3.31.1995	M	P.c. waived w/ respect to pub. sector borrowing requirement due to dealy in loan disbursement of US$20 million from IDB from 6/93-7/93. Review of 6/30/94 completed on lapse-of-time basis. Discussions w/ authorities prolonged on acct. of wage negotiations. 6/95 review delayed until 3/96 due to lack of agreement on dealing with weakened financial system and subsequent weakening of macroeconomic situation.	P1R5	P1	R5
P930104223	performance	14	jamaica	EFF	11.12.1992	16.03.1996	9	Fiscal Deficit	6.30.1995	M	P.c. waived w/ respect to pub. sector borrowing requirement due to dealy in loan disbursement of US$20 million from IDB from 6/93-7/93. Review of 6/30/94 completed on lapse-of-time basis. Discussions w/ authorities prolonged on acct. of wage negotiations. 6/95 review delayed until 3/96 due to lack of agreement on dealing with weakened financial system and subsequent weakening of macroeconomic situation.	P1R5	P1	R5
P930104224	performance	14	jamaica	EFF	11.12.1992	16.03.1996	9	Fiscal Deficit	9.30.1995	M	P.c. waived w/ respect to pub. sector borrowing requirement due to dealy in loan disbursement of US$20 million from IDB from 6/93-7/93. Review of 6/30/94 completed on lapse-of-time basis. Discussions w/ authorities prolonged on acct. of wage negotiations. 6/95 review delayed until 3/96 due to lack of agreement on dealing with weakened financial system and subsequent weakening of macroeconomic situation.	P1R5	P1	R5
P930104225	performance	14	jamaica	EFF	11.12.1992	16.03.1996	528	Other:Deficit Central Gov.+ BOJ Losses	12.31.1992	M	P.c. waived w/ respect to pub. sector borrowing requirement due to dealy in loan disbursement of US$20 million from IDB from 6/93-7/93. Review of 6/30/94 completed on lapse-of-time basis. Discussions w/ authorities prolonged on acct. of wage negotiations. 6/95 review delayed until 3/96 due to lack of agreement on dealing with weakened financial system and subsequent weakening of macroeconomic situation.	P1R5	P1	R5
P930104226	performance	14	jamaica	EFF	11.12.1992	16.03.1996	528	Other:Deficit Central Gov.+ BOJ Losses	3.31.1993	M	P.c. waived w/ respect to pub. sector borrowing requirement due to dealy in loan disbursement of US$20 million from IDB from 6/93-7/93. Review of 6/30/94 completed on lapse-of-time basis. Discussions w/ authorities prolonged on acct. of wage negotiations. 6/95 review delayed until 3/96 due to lack of agreement on dealing with weakened financial system and subsequent weakening of macroeconomic situation.	P1R5	P1	R5
P930104227	performance	14	jamaica	EFF	11.12.1992	16.03.1996	528	Other:Deficit Central Gov.+ BOJ Losses	6.30.1993	M	P.c. waived w/ respect to pub. sector borrowing requirement due to dealy in loan disbursement of US$20 million from IDB from 6/93-7/93. Review of 6/30/94 completed on lapse-of-time basis. Discussions w/ authorities prolonged on acct. of wage negotiations. 6/95 review delayed until 3/96 due to lack of agreement on dealing with weakened financial system and subsequent weakening of macroeconomic situation.	P1R5	P1	R5
P930104228	performance	14	jamaica	EFF	11.12.1992	16.03.1996	528	Other:Deficit Central Gov.+ BOJ Losses	9.30.1993	M	P.c. waived w/ respect to pub. sector borrowing requirement due to dealy in loan disbursement of US$20 million from IDB from 6/93-7/93. Review of 6/30/94 completed on lapse-of-time basis. Discussions w/ authorities prolonged on acct. of wage negotiations. 6/95 review delayed until 3/96 due to lack of agreement on dealing with weakened financial system and subsequent weakening of macroeconomic situation.	P1R5	P1	R5
P930104229	performance	14	jamaica	EFF	11.12.1992	16.03.1996	528	Other:Deficit Central Gov.+ BOJ Losses	12.31.1993	M	P.c. waived w/ respect to pub. sector borrowing requirement due to dealy in loan disbursement of US$20 million from IDB from 6/93-7/93. Review of 6/30/94 completed on lapse-of-time basis. Discussions w/ authorities prolonged on acct. of wage negotiations. 6/95 review delayed until 3/96 due to lack of agreement on dealing with weakened financial system and subsequent weakening of macroeconomic situation.	P1R5	P1	R5
P930104230	performance	14	jamaica	EFF	11.12.1992	16.03.1996	528	Other:Deficit Central Gov.+ BOJ Losses	3.31.1994	M	P.c. waived w/ respect to pub. sector borrowing requirement due to dealy in loan disbursement of US$20 million from IDB from 6/93-7/93. Review of 6/30/94 completed on lapse-of-time basis. Discussions w/ authorities prolonged on acct. of wage negotiations. 6/95 review delayed until 3/96 due to lack of agreement on dealing with weakened financial system and subsequent weakening of macroeconomic situation.	P1R5	P1	R5
P930104231	performance	14	jamaica	EFF	11.12.1992	16.03.1996	528	Other:Deficit Central Gov.+ BOJ Losses	6.30.1994	M	P.c. waived w/ respect to pub. sector borrowing requirement due to dealy in loan disbursement of US$20 million from IDB from 6/93-7/93. Review of 6/30/94 completed on lapse-of-time basis. Discussions w/ authorities prolonged on acct. of wage negotiations. 6/95 review delayed until 3/96 due to lack of agreement on dealing with weakened financial system and subsequent weakening of macroeconomic situation.	P1R5	P1	R5
P930104232	performance	14	jamaica	EFF	11.12.1992	16.03.1996	528	Other:Deficit Central Gov.+ BOJ Losses	9.30.1994	M	P.c. waived w/ respect to pub. sector borrowing requirement due to dealy in loan disbursement of US$20 million from IDB from 6/93-7/93. Review of 6/30/94 completed on lapse-of-time basis. Discussions w/ authorities prolonged on acct. of wage negotiations. 6/95 review delayed until 3/96 due to lack of agreement on dealing with weakened financial system and subsequent weakening of macroeconomic situation.	P1R5	P1	R5
P930104233	performance	14	jamaica	EFF	11.12.1992	16.03.1996	528	Other:Deficit Central Gov.+ BOJ Losses	12.31.1994	M	P.c. waived w/ respect to pub. sector borrowing requirement due to dealy in loan disbursement of US$20 million from IDB from 6/93-7/93. Review of 6/30/94 completed on lapse-of-time basis. Discussions w/ authorities prolonged on acct. of wage negotiations. 6/95 review delayed until 3/96 due to lack of agreement on dealing with weakened financial system and subsequent weakening of macroeconomic situation.	P1R5	P1	R5
P930104234	performance	14	jamaica	EFF	11.12.1992	16.03.1996	528	Other:Deficit Central Gov.+ BOJ Losses	3.31.1995	M	P.c. waived w/ respect to pub. sector borrowing requirement due to dealy in loan disbursement of US$20 million from IDB from 6/93-7/93. Review of 6/30/94 completed on lapse-of-time basis. Discussions w/ authorities prolonged on acct. of wage negotiations. 6/95 review delayed until 3/96 due to lack of agreement on dealing with weakened financial system and subsequent weakening of macroeconomic situation.	P1R5	P1	R5
P930104235	performance	14	jamaica	EFF	11.12.1992	16.03.1996	528	Other:Deficit Central Gov.+ BOJ Losses	6.30.1995	M	P.c. waived w/ respect to pub. sector borrowing requirement due to dealy in loan disbursement of US$20 million from IDB from 6/93-7/93. Review of 6/30/94 completed on lapse-of-time basis. Discussions w/ authorities prolonged on acct. of wage negotiations. 6/95 review delayed until 3/96 due to lack of agreement on dealing with weakened financial system and subsequent weakening of macroeconomic situation.	P1R5	P1	R5
P930104236	performance	14	jamaica	EFF	11.12.1992	16.03.1996	528	Other:Deficit Central Gov.+ BOJ Losses	9.30.1995	M	P.c. waived w/ respect to pub. sector borrowing requirement due to dealy in loan disbursement of US$20 million from IDB from 6/93-7/93. Review of 6/30/94 completed on lapse-of-time basis. Discussions w/ authorities prolonged on acct. of wage negotiations. 6/95 review delayed until 3/96 due to lack of agreement on dealing with weakened financial system and subsequent weakening of macroeconomic situation.	P1R5	P1	R5
